Word;DocNumber;Weight
ABIL;00104;1.8506509870562466
ABIL;00636;1.8506509870562466
ABIL;00180;1.8506509870562466
ABL;00330;4.46344202615939
ABL;00642;4.46344202615939
ABL;00135;4.46344202615939
ABL;00277;4.46344202615939
ABL;00982;4.46344202615939
ABL;01148;4.46344202615939
ABL;01218;4.46344202615939
ABL;00748;4.46344202615939
ABL;00841;4.46344202615939
ABL;00613;4.46344202615939
ABL;01163;4.46344202615939
ABL;00702;4.46344202615939
ABL;00137;4.46344202615939
ABL;00397;4.46344202615939
ABNORM;00927;0.30837098795466983
ABNORM;00504;1.2334839518186793
ABNORM;01048;0.30837098795466983
ABNORM;01067;0.30837098795466983
ABNORM;01135;0.6167419759093397
ABNORM;00150;0.30837098795466983
ABNORM;00587;0.6167419759093397
ABNORM;00339;0.30837098795466983
ABNORM;00495;0.30837098795466983
ABNORM;01045;0.30837098795466983
ABNORM;00666;0.30837098795466983
ABNORM;00571;0.9251129638640095
ABNORM;00776;0.9251129638640095
ABNORM;01043;0.30837098795466983
ABNORM;01130;0.30837098795466983
ABNORM;00230;0.30837098795466983
ABNORM;00922;0.30837098795466983
ABNORM;01137;0.30837098795466983
ABNORM;00300;0.9251129638640095
ABNORM;00503;0.30837098795466983
ABNORM;00540;0.30837098795466983
ABNORM;00443;0.30837098795466983
ABNORM;00594;1.2334839518186793
ABNORM;01192;0.6167419759093397
ABNORM;00714;0.30837098795466983
ABNORM;01194;0.30837098795466983
ABNORM;00042;0.30837098795466983
ABNORM;00189;0.30837098795466983
ABNORM;00930;0.30837098795466983
ABNORM;01041;0.30837098795466983
ABNORM;01063;0.6167419759093397
ABNORM;00621;0.30837098795466983
ABNORM;00091;0.30837098795466983
ABNORM;00499;0.30837098795466983
ABNORM;01175;0.6167419759093397
ABNORM;00441;0.30837098795466983
ABNORM;00955;0.30837098795466983
ABNORM;00204;0.30837098795466983
ABNORM;00605;0.30837098795466983
ABNORM;00364;1.850225927728019
ABNORM;00617;0.30837098795466983
ABNORM;00016;0.30837098795466983
ABNORM;00059;0.6167419759093397
ABNORM;00393;0.6167419759093397
ABNORM;00117;1.2334839518186793
ABNORM;00608;1.2334839518186793
ABNORM;00135;0.30837098795466983
ABNORM;00970;0.30837098795466983
ABNORM;01007;0.30837098795466983
ABNORM;00548;0.30837098795466983
ABNORM;00667;0.30837098795466983
ABNORM;01172;0.30837098795466983
ABNORM;00771;0.30837098795466983
ABNORM;00562;0.30837098795466983
ABNORM;00496;0.30837098795466983
ABNORM;00693;0.30837098795466983
ABNORM;00288;0.30837098795466983
ABNORM;01206;0.30837098795466983
ABNORM;01003;0.30837098795466983
ABNORM;00206;0.30837098795466983
ABNORM;00097;0.30837098795466983
ABNORM;00856;1.2334839518186793
ABNORM;00602;0.30837098795466983
ABNORM;00715;0.30837098795466983
ABNORM;00754;0.30837098795466983
ABNORM;01047;0.30837098795466983
ABNORM;00322;0.30837098795466983
ABNORM;00831;0.30837098795466983
ABNORM;00423;0.30837098795466983
ABNORM;01072;0.30837098795466983
ABNORM;00046;0.6167419759093397
ABNORM;00263;0.6167419759093397
ABNORM;00842;0.30837098795466983
ABNORM;00553;0.9251129638640095
ABNORM;00368;0.6167419759093397
ABNORM;00105;0.30837098795466983
ABNORM;00484;0.30837098795466983
ABNORM;00814;0.6167419759093397
ABNORM;01141;0.30837098795466983
ABNORM;00215;0.30837098795466983
ABNORM;00508;0.30837098795466983
ABNORM;00480;0.30837098795466983
ABNORM;00524;0.30837098795466983
ABNORM;00906;0.30837098795466983
ABNORM;00623;0.30837098795466983
ABNORM;00325;0.30837098795466983
ABNORM;00710;0.30837098795466983
ABNORM;01013;0.30837098795466983
ABNORM;01079;0.30837098795466983
ABNORM;00539;0.30837098795466983
ABNORM;00697;0.30837098795466983
ABNORM;01109;0.30837098795466983
ABNORM;00519;0.30837098795466983
ABNORM;00125;0.6167419759093397
ABNORM;01223;0.6167419759093397
ABNORM;00919;0.30837098795466983
ABNORM;01120;0.30837098795466983
ABNORM;00566;0.6167419759093397
ABNORM;00860;0.30837098795466983
ABNORM;00180;0.30837098795466983
ABNORM;00615;0.30837098795466983
ABNORM;00498;0.30837098795466983
ABNORM;00742;0.6167419759093397
ABNORM;00811;0.6167419759093397
ABNORM;00357;0.30837098795466983
ABNORM;00921;0.6167419759093397
ABNORM;01038;0.9251129638640095
ABNORM;00210;0.30837098795466983
ABNORM;00798;0.30837098795466983
ABNORM;00149;0.9251129638640095
ABNORM;00446;0.30837098795466983
ABNORM;00414;0.6167419759093397
ABNORM;00084;0.6167419759093397
ABNORM;01156;0.9251129638640095
ABNORM;01237;1.2334839518186793
ABNORM;01136;0.30837098795466983
ABNORM;00211;0.30837098795466983
ABNORM;00312;0.6167419759093397
ABNORM;00812;0.30837098795466983
ABNORM;00505;0.6167419759093397
ABNORM;00192;0.30837098795466983
ABNORM;00297;0.30837098795466983
ABNORM;01128;0.30837098795466983
ABNORM;00711;0.30837098795466983
ABNORM;00172;0.30837098795466983
ABNORM;00529;0.30837098795466983
ABNORM;00745;0.9251129638640095
ABNORM;01202;0.30837098795466983
ABNORM;00630;0.6167419759093397
ABNORM;00593;0.30837098795466983
ABNORM;00440;0.30837098795466983
ABNORM;01044;0.30837098795466983
ABNORM;00964;0.30837098795466983
ABNORM;01016;0.6167419759093397
ABNORM;00747;0.30837098795466983
ABNORM;00895;0.6167419759093397
ABNORM;00866;0.30837098795466983
ABNORM;00896;0.30837098795466983
ABNORM;00352;0.6167419759093397
ABNORM;00868;0.30837098795466983
ABNORM;00449;0.30837098795466983
ABNORM;00076;0.30837098795466983
ABNORM;00430;0.30837098795466983
ABNORM;00024;0.30837098795466983
ABNORM;00032;0.30837098795466983
ABNORM;00110;0.30837098795466983
ABNORM;00695;0.30837098795466983
ABNORM;00563;0.30837098795466983
ABNORM;00020;0.30837098795466983
ABNORM;00676;0.30837098795466983
ABNORM;00781;0.30837098795466983
ABNORM;01046;0.30837098795466983
ABNORM;00490;0.9251129638640095
ABNORM;00977;0.30837098795466983
ABNORM;00382;0.30837098795466983
ABNORM;00173;0.30837098795466983
ABNORM;00383;0.6167419759093397
ABNORM;00688;0.30837098795466983
ABNORM;00190;0.6167419759093397
ABNORM;00144;0.30837098795466983
ABNORM;00170;0.30837098795466983
ABNORM;00276;0.30837098795466983
ABNORM;00268;0.6167419759093397
ABNORM;00163;0.6167419759093397
ABNORM;00849;0.30837098795466983
ABNORM;01105;0.6167419759093397
ABNORM;00681;0.30837098795466983
ABNORM;00398;0.30837098795466983
ABNORM;00568;0.30837098795466983
ABNORM;00140;0.9251129638640095
ABNORM;01110;1.2334839518186793
ABNORM;00978;0.30837098795466983
ABNORM;00961;0.30837098795466983
ABNORM;00872;0.6167419759093397
ABNORM;00014;0.9251129638640095
ABNORM;01057;0.30837098795466983
ABNORM;00174;0.30837098795466983
ABNORM;00360;0.30837098795466983
ABNORM;00434;0.30837098795466983
ABNORM;00470;0.30837098795466983
ABNORM;00388;0.30837098795466983
ABNORM;00689;0.30837098795466983
ABNORM;00779;0.30837098795466983
ABNORM;00416;0.30837098795466983
ABNORM;00530;0.30837098795466983
ABNORM;00622;0.30837098795466983
ABNORM;00691;0.6167419759093397
ABNORM;01051;0.30837098795466983
ABNORM;00439;0.6167419759093397
ABNORM;00501;0.9251129638640095
ABNORM;00343;0.30837098795466983
ABO;00464;7.102499355774649
ABOLISH;00741;6.409352175214703
ABOLISH;01199;6.409352175214703
ABOLIT;00631;7.102499355774649
ABORT;00263;6.409352175214703
ABORT;00117;6.409352175214703
ABOUT;00331;3.1135153092103742
ABOUT;01052;0.7783788273025936
ABOUT;00073;0.7783788273025936
ABOUT;00332;1.5567576546051871
ABOUT;01218;0.7783788273025936
ABOUT;00345;1.5567576546051871
ABOUT;00980;0.7783788273025936
ABOUT;00693;0.7783788273025936
ABOUT;01045;0.7783788273025936
ABOUT;00845;0.7783788273025936
ABOUT;00355;0.7783788273025936
ABOUT;00223;0.7783788273025936
ABOUT;00999;0.7783788273025936
ABOUT;00500;0.7783788273025936
ABOUT;01134;0.7783788273025936
ABOUT;00705;0.7783788273025936
ABOUT;00398;0.7783788273025936
ABOUT;00004;0.7783788273025936
ABOUT;00613;0.7783788273025936
ABOUT;00467;0.7783788273025936
ABOUT;00220;0.7783788273025936
ABOUT;00092;0.7783788273025936
ABOUT;00978;0.7783788273025936
ABOUT;00280;0.7783788273025936
ABOUT;00164;0.7783788273025936
ABOUT;01115;0.7783788273025936
ABOUT;00043;0.7783788273025936
ABOUT;00386;0.7783788273025936
ABOUT;00930;0.7783788273025936
ABOUT;00360;0.7783788273025936
ABOUT;00203;1.5567576546051871
ABOUT;00270;0.7783788273025936
ABOUT;00968;0.7783788273025936
ABOUT;01014;0.7783788273025936
ABOUT;00449;0.7783788273025936
ABOUT;00208;1.5567576546051871
ABOUT;00824;0.7783788273025936
ABOUT;00490;0.7783788273025936
ABOUT;00877;0.7783788273025936
ABOUT;01064;1.5567576546051871
ABOUT;01138;0.7783788273025936
ABOUT;01231;1.5567576546051871
ABOUT;00854;0.7783788273025936
ABOUT;00086;1.5567576546051871
ABOUT;00628;0.7783788273025936
ABOUT;01151;0.7783788273025936
ABOUT;00774;0.7783788273025936
ABOUT;01124;0.7783788273025936
ABOUT;00699;2.3351364819077807
ABOUT;01183;0.7783788273025936
ABOUT;00880;0.7783788273025936
ABOUT;00051;0.7783788273025936
ABOUT;00303;0.7783788273025936
ABOUT;00465;1.5567576546051871
ABOV;00927;1.8342560756447512
ABOV;00219;1.8342560756447512
ABOV;00865;1.8342560756447512
ABOV;01067;3.6685121512895025
ABOV;00956;1.8342560756447512
ABOV;00587;1.8342560756447512
ABOV;01090;1.8342560756447512
ABOV;00739;1.8342560756447512
ABOV;00669;1.8342560756447512
ABOV;01003;1.8342560756447512
ABOV;00677;1.8342560756447512
ABOV;00323;1.8342560756447512
ABOV;01002;1.8342560756447512
ABOV;00065;1.8342560756447512
ABOV;01055;1.8342560756447512
ABOV;00745;1.8342560756447512
ABOV;00244;1.8342560756447512
ABOV;00546;1.8342560756447512
ABOV;00307;1.8342560756447512
ABOV;00347;1.8342560756447512
ABOV;00395;1.8342560756447512
ABOV;01000;1.8342560756447512
ABOV;00761;1.8342560756447512
ABOV;00031;1.8342560756447512
ABOV;00584;1.8342560756447512
ABOV;00600;1.8342560756447512
ABOV;00246;1.8342560756447512
ABOV;00003;1.8342560756447512
ABOV;01120;1.8342560756447512
ABOV;00931;1.8342560756447512
ABOV;00299;1.8342560756447512
ABPA;01005;7.102499355774649
ABRAD;00397;7.102499355774649
ABRAS;00193;2.1364507250715676
ABRAS;00907;6.409352175214703
ABROAD;00465;7.102499355774649
ABSCESS;00475;5.493061443340548
ABSCESS;01118;5.493061443340548
ABSCESS;01018;2.746530721670274
ABSCESS;00149;2.746530721670274
ABSCESS;00724;2.746530721670274
ABSENC;00958;1.1061032406187958
ABSENC;01221;1.1061032406187958
ABSENC;00811;1.1061032406187958
ABSENC;00351;1.1061032406187958
ABSENC;00667;1.1061032406187958
ABSENC;00658;1.1061032406187958
ABSENC;00432;1.1061032406187958
ABSENC;00190;1.1061032406187958
ABSENC;00304;1.1061032406187958
ABSENC;00479;1.1061032406187958
ABSENC;01174;1.1061032406187958
ABSENC;00333;1.1061032406187958
ABSENC;00592;1.1061032406187958
ABSENC;00509;1.1061032406187958
ABSENC;00798;1.1061032406187958
ABSENC;01165;1.1061032406187958
ABSENC;00141;2.2122064812375917
ABSENC;00271;1.1061032406187958
ABSENC;00391;1.1061032406187958
ABSENC;00202;1.1061032406187958
ABSENC;00528;1.1061032406187958
ABSENC;00992;1.1061032406187958
ABSENC;00274;1.1061032406187958
ABSENC;00098;1.1061032406187958
ABSENC;00220;1.1061032406187958
ABSENC;00350;1.1061032406187958
ABSENC;00814;1.1061032406187958
ABSENC;00954;1.1061032406187958
ABSENC;00347;1.1061032406187958
ABSENC;00395;1.1061032406187958
ABSENC;00367;3.3183097218563877
ABSENC;00352;1.1061032406187958
ABSENC;00906;1.1061032406187958
ABSENC;00054;1.1061032406187958
ABSENC;00777;1.1061032406187958
ABSENC;00031;1.1061032406187958
ABSENC;01070;1.1061032406187958
ABSENC;01079;1.1061032406187958
ABSENC;00738;1.1061032406187958
ABSENC;00521;1.1061032406187958
ABSENC;00525;1.1061032406187958
ABSENC;00702;1.1061032406187958
ABSENC;00920;1.1061032406187958
ABSENC;00891;1.1061032406187958
ABSENT;00351;1.368922360740219
ABSENT;00150;2.737844721480438
ABSENT;00287;1.368922360740219
ABSENT;00509;1.368922360740219
ABSENT;00018;1.368922360740219
ABSENT;00261;1.368922360740219
ABSENT;00758;1.368922360740219
ABSENT;00407;2.737844721480438
ABSENT;00302;1.368922360740219
ABSENT;00274;2.737844721480438
ABSENT;00421;2.737844721480438
ABSENT;00037;1.368922360740219
ABSENT;00854;1.368922360740219
ABSENT;00429;1.368922360740219
ABSENT;00521;4.1067670822206574
ABSENT;00955;1.368922360740219
ABSENT;01124;1.368922360740219
ABSENT;00959;1.368922360740219
ABSENT;00880;1.368922360740219
ABSENT;00638;1.368922360740219
ABSOLUT;00294;2.5115289070474063
ABSOLUT;00416;2.5115289070474063
ABSOLUT;00536;5.023057814094813
ABSOLUT;00996;2.5115289070474063
ABSOLUT;00274;2.5115289070474063
ABSOLUT;00304;2.5115289070474063
ABSOLUT;00981;2.5115289070474063
ABSOLUT;01206;2.5115289070474063
ABSORB;00097;4.704604082976278
ABSORB;01115;4.704604082976278
ABSORB;00331;4.704604082976278
ABSORB;01103;4.704604082976278
ABSORB;00126;4.704604082976278
ABSORB;00708;4.704604082976278
ABSORB;00899;4.704604082976278
ABSORB;00709;4.704604082976278
ABSORB;00815;4.704604082976278
ABSORB;00676;4.704604082976278
ABSORB;00070;4.704604082976278
ABSORPT;01158;0.3792911001845236
ABSORPT;00792;0.3792911001845236
ABSORPT;00251;3.4136199016607125
ABSORPT;00708;0.3792911001845236
ABSORPT;00983;0.3792911001845236
ABSORPT;00357;1.1378733005535708
ABSORPT;00276;0.3792911001845236
ABSORPT;00070;0.3792911001845236
ABSORPT;00709;2.2757466011071417
ABSORPT;00373;0.3792911001845236
ABSORPT;00273;0.7585822003690472
ABSORPT;00414;1.896455500922618
ABSORPT;00993;0.3792911001845236
ABSORPT;00516;0.3792911001845236
ABSORPT;00068;0.3792911001845236
ABSORPT;00443;1.896455500922618
ABSORPT;00660;0.3792911001845236
ABSORPT;00320;0.3792911001845236
ABSORPT;00046;3.4136199016607125
ABSORPT;00362;0.3792911001845236
ABSORPT;00424;0.3792911001845236
ABSORPT;00943;0.3792911001845236
ABSORPT;01181;0.3792911001845236
ABSORPT;00616;0.3792911001845236
ABSORPT;01217;0.3792911001845236
ABSORPT;00581;0.7585822003690472
ABSORPT;01016;1.1378733005535708
ABSORPT;00928;0.3792911001845236
ABSORPT;01106;0.3792911001845236
ABSORPT;00255;0.7585822003690472
ABSORPT;00675;0.3792911001845236
ABSORPT;00296;0.3792911001845236
ABSORPT;00899;0.3792911001845236
ABSORPT;01107;0.3792911001845236
ABSORPT;00867;0.3792911001845236
ABSORPT;00637;0.3792911001845236
ABSORPT;01116;0.3792911001845236
ABSORPT;01173;1.1378733005535708
ABSORPT;01101;0.3792911001845236
ABSORPT;00662;0.7585822003690472
ABSORPTIOMETRI;00998;7.102499355774649
ABSTRACT;01013;6.409352175214703
ABSTRACT;00773;6.409352175214703
ABUND;00374;6.003887067106539
ABUND;00099;6.003887067106539
ABUND;00876;6.003887067106539
ABUS;00373;7.102499355774649
ACADEMICIAN;00134;7.102499355774649
ACCELER;00362;6.003887067106539
ACCELER;00105;6.003887067106539
ACCELER;01074;6.003887067106539
ACCEPT;00915;3.8066624897703196
ACCEPT;00646;3.8066624897703196
ACCEPT;00688;3.8066624897703196
ACCEPT;01218;3.8066624897703196
ACCEPT;00721;3.8066624897703196
ACCEPT;00500;3.8066624897703196
ACCEPT;01105;3.8066624897703196
ACCEPT;00452;3.8066624897703196
ACCEPT;00090;3.8066624897703196
ACCEPT;00503;3.8066624897703196
ACCEPT;00431;3.8066624897703196
ACCEPT;00651;3.8066624897703196
ACCEPT;00871;3.8066624897703196
ACCEPT;00389;3.8066624897703196
ACCEPT;00996;3.8066624897703196
ACCEPT;01083;3.8066624897703196
ACCEPT;00684;3.8066624897703196
ACCEPT;00013;3.8066624897703196
ACCEPT;00379;3.8066624897703196
ACCEPT;01107;3.8066624897703196
ACCEPT;01183;3.8066624897703196
ACCEPT;00003;3.8066624897703196
ACCEPT;00844;3.8066624897703196
ACCEPT;00450;3.8066624897703196
ACCEPT;00104;3.8066624897703196
ACCEPT;00299;3.8066624897703196
ACCEPT;01152;3.8066624897703196
ACCEPTOR;01222;1.5009717667766347
ACCEPTOR;00633;6.003887067106539
ACCEPTOR;00053;1.5009717667766347
ACCESS;00472;6.003887067106539
ACCESS;00785;6.003887067106539
ACCESS;01200;6.003887067106539
ACCIDENT;00012;5.716204994654758
ACCIDENT;00643;5.716204994654758
ACCIDENT;00224;5.716204994654758
ACCIDENT;00165;5.716204994654758
ACCOMPANI;00178;4.46344202615939
ACCOMPANI;00001;4.46344202615939
ACCOMPANI;01188;4.46344202615939
ACCOMPANI;00463;4.46344202615939
ACCOMPANI;00933;4.46344202615939
ACCOMPANI;00468;4.46344202615939
ACCOMPANI;00030;4.46344202615939
ACCOMPANI;01191;4.46344202615939
ACCOMPANI;00027;4.46344202615939
ACCOMPANI;00203;4.46344202615939
ACCOMPANI;00071;4.46344202615939
ACCOMPANI;01005;4.46344202615939
ACCOMPANI;01199;4.46344202615939
ACCOMPANI;00816;4.46344202615939
ACCOMPLISH;00189;5.310739886546594
ACCOMPLISH;01156;5.310739886546594
ACCOMPLISH;00573;5.310739886546594
ACCOMPLISH;00067;5.310739886546594
ACCOMPLISH;00857;5.310739886546594
ACCOMPLISH;00203;5.310739886546594
ACCORD;00012;3.844402817753167
ACCORD;00792;3.844402817753167
ACCORD;00242;3.844402817753167
ACCORD;00060;3.844402817753167
ACCORD;00612;3.844402817753167
ACCORD;00007;3.844402817753167
ACCORD;01165;3.844402817753167
ACCORD;00661;3.844402817753167
ACCORD;00825;3.844402817753167
ACCORD;01098;3.844402817753167
ACCORD;00084;3.844402817753167
ACCORD;00167;3.844402817753167
ACCORD;00922;3.844402817753167
ACCORD;00489;3.844402817753167
ACCORD;01129;3.844402817753167
ACCORD;00172;3.844402817753167
ACCORD;00485;3.844402817753167
ACCORD;00436;3.844402817753167
ACCORD;00419;3.844402817753167
ACCORD;01083;3.844402817753167
ACCORD;00241;3.844402817753167
ACCORD;00895;3.844402817753167
ACCORD;00820;3.844402817753167
ACCORD;00415;3.844402817753167
ACCORD;00549;3.844402817753167
ACCORD;00169;3.844402817753167
ACCORDINGLI;00642;5.716204994654758
ACCORDINGLI;00899;5.716204994654758
ACCORDINGLI;00539;5.716204994654758
ACCORDINGLI;01120;5.716204994654758
ACCOUNT;00548;1.8676017628940873
ACCOUNT;00453;1.8676017628940873
ACCOUNT;00287;1.8676017628940873
ACCOUNT;00522;3.7352035257881746
ACCOUNT;00370;1.8676017628940873
ACCOUNT;00018;1.8676017628940873
ACCOUNT;00268;1.8676017628940873
ACCOUNT;00141;1.8676017628940873
ACCOUNT;00445;1.8676017628940873
ACCOUNT;00487;1.8676017628940873
ACCOUNT;00725;1.8676017628940873
ACCOUNT;00334;1.8676017628940873
ACCOUNT;00202;3.7352035257881746
ACCOUNT;01189;1.8676017628940873
ACCOUNT;01238;1.8676017628940873
ACCOUNT;00192;1.8676017628940873
ACCOUNT;01004;1.8676017628940873
ACCOUNT;00087;1.8676017628940873
ACCOUNT;00172;1.8676017628940873
ACCOUNT;00485;1.8676017628940873
ACCOUNT;01181;1.8676017628940873
ACCOUNT;00378;1.8676017628940873
ACCOUNT;00895;1.8676017628940873
ACCOUNT;00208;1.8676017628940873
ACCOUNT;00024;1.8676017628940873
ACCOUNT;01120;1.8676017628940873
ACCOUNT;00665;1.8676017628940873
ACCOUNT;00860;1.8676017628940873
ACCOUNT;00891;1.8676017628940873
ACCUMUL;00742;0.9917512849613748
ACCUMUL;00333;0.9917512849613748
ACCUMUL;00122;0.9917512849613748
ACCUMUL;00982;0.9917512849613748
ACCUMUL;00831;0.9917512849613748
ACCUMUL;00312;0.9917512849613748
ACCUMUL;00624;0.9917512849613748
ACCUMUL;00140;0.9917512849613748
ACCUMUL;00197;0.9917512849613748
ACCUMUL;01207;0.9917512849613748
ACCUMUL;00625;3.967005139845499
ACCUMUL;00961;0.9917512849613748
ACCUMUL;01141;0.9917512849613748
ACCUMUL;01185;0.9917512849613748
ACCUMUL;01063;0.9917512849613748
ACCUMUL;00895;0.9917512849613748
ACCUMUL;01000;0.9917512849613748
ACCUMUL;00795;0.9917512849613748
ACCUMUL;00305;0.9917512849613748
ACCUMUL;00867;1.9835025699227495
ACCUMUL;00180;0.9917512849613748
ACCUMUL;00686;0.9917512849613748
ACCUMUL;00891;0.9917512849613748
ACCUR;00112;4.617592705986649
ACCUR;00670;4.617592705986649
ACCUR;00077;4.617592705986649
ACCUR;00341;4.617592705986649
ACCUR;01186;4.617592705986649
ACCUR;00417;4.617592705986649
ACCUR;01041;4.617592705986649
ACCUR;00398;4.617592705986649
ACCUR;00744;4.617592705986649
ACCUR;00360;4.617592705986649
ACCUR;00634;4.617592705986649
ACCUR;00627;4.617592705986649
ACCURACI;00811;5.023057814094813
ACCURACI;01186;5.023057814094813
ACCURACI;00175;5.023057814094813
ACCURACI;00637;5.023057814094813
ACCURACI;00004;5.023057814094813
ACCURACI;00158;5.023057814094813
ACCURACI;01191;5.023057814094813
ACCURACI;00149;5.023057814094813
ACET;00033;5.493061443340548
ACET;00878;5.493061443340548
ACET;00573;5.493061443340548
ACET;01051;5.493061443340548
ACET;00409;5.493061443340548
ACETAMIDO;01021;6.409352175214703
ACETAMIDO;00256;6.409352175214703
ACETAMINOPHEN;00694;7.102499355774649
ACETYL;01085;0.7586771266495134
ACETYL;01100;1.5173542532990267
ACETYL;00023;0.7586771266495134
ACETYL;01092;5.310739886546594
ACETYL;00171;0.7586771266495134
ACETYL;00070;0.7586771266495134
ACETYLCHOLIN;01164;7.102499355774649
ACETYLCHOLINESTERAS;01050;7.102499355774649
ACETYLCYSTEIN;00396;5.156589206719335
ACETYLCYSTEIN;00542;2.5782946033596676
ACETYLCYSTEIN;00834;2.5782946033596676
ACETYLCYSTEIN;00321;5.156589206719335
ACETYLCYSTEIN;00186;2.5782946033596676
ACETYLCYSTEIN;01119;2.5782946033596676
ACETYLCYSTEIN;01151;2.5782946033596676
ACETYLGLUCOSAMIN;00857;7.102499355774649
ACETYLGLUCOSAMINIDAS;00853;3.2046760876073517
ACETYLGLUCOSAMINIDAS;01053;6.409352175214703
ACETYLMANNOSAMIN;00710;7.102499355774649
ACETYLSALICYL;01085;7.102499355774649
ACHIEV;00688;1.941811765453224
ACHIEV;00185;1.941811765453224
ACHIEV;00061;1.941811765453224
ACHIEV;00734;1.941811765453224
ACHIEV;00533;1.941811765453224
ACHIEV;00397;1.941811765453224
ACHIEV;00722;1.941811765453224
ACHIEV;00661;1.941811765453224
ACHIEV;01093;1.941811765453224
ACHIEV;01156;1.941811765453224
ACHIEV;01034;1.941811765453224
ACHIEV;00596;1.941811765453224
ACHIEV;00556;1.941811765453224
ACHIEV;00277;1.941811765453224
ACHIEV;01104;1.941811765453224
ACHIEV;00014;1.941811765453224
ACHIEV;00462;1.941811765453224
ACHIEV;00866;1.941811765453224
ACHIEV;00089;3.883623530906448
ACHIEV;00678;1.941811765453224
ACHIEV;00439;1.941811765453224
ACHIEV;01223;1.941811765453224
ACHIEV;00686;1.941811765453224
ACHIEV;01032;1.941811765453224
ACHIEV;01071;1.941811765453224
ACHROMATOPSIA;00664;7.102499355774649
ACHYLIA;00096;2.655369943273297
ACHYLIA;00379;2.655369943273297
ACHYLIA;00930;5.310739886546594
ACHYLIA;00207;2.655369943273297
ACHYLIA;00322;2.655369943273297
ACHYLIA;00676;2.655369943273297
ACID;01017;0.17947828878304006
ACID;00185;0.17947828878304006
ACID;00290;0.17947828878304006
ACID;00669;0.5384348663491202
ACID;00506;0.5384348663491202
ACID;00070;0.3589565775660801
ACID;00256;0.3589565775660801
ACID;00500;0.17947828878304006
ACID;00122;0.17947828878304006
ACID;00381;0.3589565775660801
ACID;00538;0.7179131551321603
ACID;00644;0.17947828878304006
ACID;01137;0.17947828878304006
ACID;00026;0.17947828878304006
ACID;00993;1.9742611766134406
ACID;00613;0.17947828878304006
ACID;00540;0.17947828878304006
ACID;00374;0.17947828878304006
ACID;00443;0.17947828878304006
ACID;00526;0.17947828878304006
ACID;01196;0.17947828878304006
ACID;01168;0.17947828878304006
ACID;00876;0.3589565775660801
ACID;01125;0.5384348663491202
ACID;01139;0.7179131551321603
ACID;01197;0.17947828878304006
ACID;00928;0.5384348663491202
ACID;00292;0.5384348663491202
ACID;00405;0.17947828878304006
ACID;00129;0.3589565775660801
ACID;00208;0.5384348663491202
ACID;01070;0.17947828878304006
ACID;01167;0.17947828878304006
ACID;00410;0.5384348663491202
ACID;00857;0.17947828878304006
ACID;00375;0.5384348663491202
ACID;00765;0.3589565775660801
ACID;00393;0.3589565775660801
ACID;00135;0.17947828878304006
ACID;00970;0.3589565775660801
ACID;00126;1.4358263102643205
ACID;01193;0.17947828878304006
ACID;00207;0.17947828878304006
ACID;00658;1.2563480214812806
ACID;00496;0.3589565775660801
ACID;00693;0.17947828878304006
ACID;00288;0.5384348663491202
ACID;00986;0.17947828878304006
ACID;00166;0.17947828878304006
ACID;00758;0.5384348663491202
ACID;00715;0.5384348663491202
ACID;00924;0.7179131551321603
ACID;00831;0.3589565775660801
ACID;00962;0.17947828878304006
